Plant Name,Soil Type,Soil pH,Temperature,Rainfall,Required Fertilizer,Common Pests & Recommended Pesticides
Soybean,Clayey,6,12,1510,NPK Fertilizer,Coffee Rust - Propiconazole
Cabbage,Clayey,6,35,2321,Potash Fertilizer,Late Blight - Mancozeb
Pear,Loamy,5.6,28,1489,Potash Fertilizer,Leaf Spot - Chlorothalonil
Potato,Laterite,7.2,22,815,Potassium Nitrate,Blast - Tricyclazole
Lentils,Clayey Loam,7.1,33,1649,Potash Fertilizer,Aphids - Imidacloprid
Aloe Vera,Laterite,6,22,1186,NPK Fertilizer,Bud Rot - Copper Oxychloride
Pear,Laterite,6.4,21,1868,Potash Fertilizer,Rust - Propiconazole
Ginger,Mountain,7.1,32,1923,NPK Fertilizer,Thrips - Spinosad
Mahogany,Sandy Loam,5.7,22,2299,NPK Fertilizer,Rust - Mancozeb
Guava,Sandy,5.8,13,1805,DAP,Scab - Captan
Aloe Vera,Red,6.5,32,822,Farmyard Manure,Leaf Curl - Imidacloprid
Neem,Loamy,7.4,26,944,Potash Fertilizer,Panama Wilt - Thiophanate
Coconut,Mountain,6.1,32,2054,Urea,Thrips - Spinosad
Mustard,Black,5.9,31,1162,Potassium Nitrate,Stem Borer - Carbaryl
Chili,Clayey,6.5,26,2390,Calcium Ammonium Nitrate,Rust - Mancozeb
Lentils,Clayey,6.2,16,1239,Sulfur Fertilizer,Blast - Tricyclazole
Aloe Vera,Laterite,6,21,658,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Peach,Clayey Loam,7,12,1603,Potash Fertilizer,Panama Wilt - Thiophanate
Coconut,Red,6.9,18,576,Potash Fertilizer,Coffee Rust - Propiconazole
Turmeric,Sandy,5.6,16,1161,Urea,Blast - Tricyclazole
Pumpkin,Loamy,6.6,27,1326,Potash Fertilizer,Anthracnose - Carbendazim
Coffee,Red,6.3,33,1494,Organic Compost,Powdery Mildew - Sulfur
Banana,Sandy Loam,6.7,26,893,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Papaya,Sandy,6.4,31,1190,Potash Fertilizer,Leaf Curl - Imidacloprid
Aloe Vera,Black,7,21,2245,Sulfur Fertilizer,Stem Borer - Carbaryl
Bamboo,Sandy Loam,6.7,20,1593,Potassium Nitrate,Powdery Mildew - Sulfur
Okra,Sandy Loam,6.3,21,1871,DAP,Aphids - Imidacloprid
Mustard,Laterite,6,27,1046,Potash Fertilizer,Bud Rot - Copper Oxychloride
Cotton,Black,6.9,28,954,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Okra,Laterite,7.2,11,1533,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Green Gram,Clayey,7,24,1488,DAP,Blast - Tricyclazole
Watermelon,Sandy,6.6,24,1859,Calcium Ammonium Nitrate,Rust - Mancozeb
Bamboo,Clayey Loam,5.7,17,644,Potassium Nitrate,Rust - Mancozeb
Carrot,Mountain,7.2,10,361,Farmyard Manure,Mealybug - Buprofezin
Sunflower,Sandy Loam,5.6,18,1445,DAP,Panama Wilt - Thiophanate
Banana,Loamy,6.4,28,323,Sulfur Fertilizer,Aphids - Imidacloprid
Tomato,Mountain,7.3,26,1484,Potassium Nitrate,Bud Rot - Copper Oxychloride
Tomato,Sandy Loam,6.7,12,1367,Urea,Rust - Mancozeb
Chili,Sandy Loam,7.3,15,1721,Organic Compost,Anthracnose - Carbendazim
Papaya,Alluvial,6,16,1120,Sulfur Fertilizer,Blast - Tricyclazole
Wheat,Loamy,5.9,31,1333,Urea,Aphids - Imidacloprid
Apple,Loamy,7.3,26,1906,Farmyard Manure,Powdery Mildew - Sulfur
Pomegranate,Sandy,7.4,27,764,Farmyard Manure,Late Blight - Mancozeb
Black Gram,Sandy,5.7,31,2111,Potassium Nitrate,Coffee Rust - Propiconazole
Sunflower,Mountain,5.8,33,616,Potassium Nitrate,Mealybug - Buprofezin
Onion,Black,7.1,25,1986,Sulfur Fertilizer,Scab - Captan
Bamboo,Loamy,7.5,35,2255,Sulfur Fertilizer,Scab - Captan
Pomegranate,Mountain,7,16,1555,Urea,Stem Borer - Carbaryl
Mango,Clayey Loam,7.5,24,1028,Farmyard Manure,Leaf Curl - Imidacloprid
Peas,Sandy Loam,6.6,17,1781,NPK Fertilizer,Leaf Spot - Chlorothalonil
Apple,Loamy,6.3,25,1854,Sulfur Fertilizer,Anthracnose - Carbendazim
Jackfruit,Clayey Loam,7.3,11,459,Sulfur Fertilizer,Powdery Mildew - Sulfur
Brinjal,Black,6,32,421,Potash Fertilizer,Stem Borer - Carbaryl
Onion,Clayey Loam,7.1,18,1351,Phosphate Fertilizer,Rust - Propiconazole
Neem,Red,6.2,16,1421,Potassium Nitrate,Anthracnose - Carbendazim
Radish,Alluvial,6.6,10,2370,Urea,Bud Rot - Copper Oxychloride
Watermelon,Clayey Loam,5.5,24,970,Organic Compost,Mealybug - Buprofezin
Maize,Clayey Loam,6.4,21,950,DAP,Leaf Curl - Imidacloprid
Groundnut,Sandy,7.3,28,702,Potassium Nitrate,Bollworm - Cypermethrin
Peach,Clayey Loam,5.9,30,698,Organic Compost,Mealybug - Buprofezin
Guava,Red,7.4,31,1213,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Mustard,Laterite,6.2,16,2103,Sulfur Fertilizer,Late Blight - Mancozeb
Maize,Black,6.8,25,352,DAP,Leaf Curl - Imidacloprid
Green Gram,Sandy,7.3,13,1646,Organic Compost,Mealybug - Buprofezin
Spinach,Black,6.3,21,2387,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Maize,Loamy,6.1,26,2238,Sulfur Fertilizer,Blast - Tricyclazole
Rice,Clayey,6.8,12,1858,NPK Fertilizer,Rust - Mancozeb
Cauliflower,Alluvial,5.9,27,1328,DAP,Rust - Mancozeb
Bamboo,Alluvial,6.5,21,1795,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Peas,Loamy,6.2,34,1952,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Onion,Loamy,6.7,27,510,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Chili,Sandy Loam,7.1,31,584,Urea,Bud Rot - Copper Oxychloride
Lentils,Sandy,6.8,26,1497,Urea,Bollworm - Cypermethrin
Tea,Black,6.7,11,354,Calcium Ammonium Nitrate,Blast - Tricyclazole
Strawberry,Clayey Loam,6.4,13,673,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Turmeric,Sandy Loam,6.6,19,2241,Potash Fertilizer,Blast - Tricyclazole
Pear,Red,6.1,27,308,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Basil,Black,5.9,33,1078,DAP,Scab - Captan
Neem,Mountain,7.4,12,531,NPK Fertilizer,Coffee Rust - Propiconazole
Cabbage,Sandy Loam,6.1,29,1007,Potash Fertilizer,Mealybug - Buprofezin
Neem,Sandy,5.5,27,1718,Potash Fertilizer,Bud Rot - Copper Oxychloride
Apple,Red,6.5,32,2313,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Aloe Vera,Red,6.6,10,2009,Potassium Nitrate,Stem Borer - Carbaryl
Turmeric,Mountain,7.1,11,515,Phosphate Fertilizer,Stem Borer - Carbaryl
Chili,Black,5.9,34,2024,Organic Compost,Bud Rot - Copper Oxychloride
Rice,Sandy Loam,7,29,2170,Urea,Leaf Curl - Imidacloprid
Soybean,Sandy Loam,5.8,20,1962,Potassium Nitrate,Leaf Spot - Chlorothalonil
Basil,Sandy Loam,6.9,11,338,Organic Compost,Anthracnose - Carbendazim
Wheat,Laterite,7.1,24,724,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Green Gram,Clayey,7.4,22,2389,Organic Compost,Aphids - Imidacloprid
Tea,Sandy,5.8,15,2418,Potash Fertilizer,Aphids - Imidacloprid
Guava,Sandy,7.5,27,1480,Urea,Panama Wilt - Thiophanate
Papaya,Laterite,6.8,34,1219,Potash Fertilizer,Panama Wilt - Thiophanate
Basil,Clayey,6.2,13,1826,Potassium Nitrate,Stem Borer - Carbaryl
Sunflower,Loamy,5.7,18,2293,Potassium Nitrate,Anthracnose - Carbendazim
Tea,Black,6,31,909,Organic Compost,Coffee Rust - Propiconazole
Ginger,Mountain,5.7,23,959,Potassium Nitrate,Aphids - Imidacloprid
Pumpkin,Red,6.5,16,598,Phosphate Fertilizer,Red Rot - Carbendazim
Basil,Black,6.5,20,1573,Urea,Mealybug - Buprofezin
Chili,Alluvial,6.6,29,1660,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Apple,Clayey,7.1,22,2294,Organic Compost,Blast - Tricyclazole
Onion,Sandy Loam,6.6,24,1431,Potash Fertilizer,Blister Blight - Copper Oxychloride
Cabbage,Laterite,6.1,16,795,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Basil,Clayey,7.2,12,1919,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Apple,Black,6.3,30,2236,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Rice,Alluvial,6.2,10,968,Potassium Nitrate,Coffee Rust - Propiconazole
Basil,Red,7,34,2125,DAP,Aphids - Imidacloprid
Potato,Sandy Loam,6.5,13,1043,Urea,Anthracnose - Carbendazim
Banana,Sandy Loam,6.5,31,678,NPK Fertilizer,Panama Wilt - Thiophanate
Banana,Clayey,5.6,28,2098,Potassium Nitrate,Late Blight - Mancozeb
Guava,Laterite,5.7,32,572,Potash Fertilizer,Leaf Spot - Chlorothalonil
Spinach,Laterite,7,14,1395,Organic Compost,Blast - Tricyclazole
Brinjal,Loamy,7.1,18,323,Potash Fertilizer,Coffee Rust - Propiconazole
Eucalyptus,Sandy Loam,7.5,30,473,NPK Fertilizer,Mealybug - Buprofezin
Cashew,Clayey Loam,6.2,12,1720,Phosphate Fertilizer,Panama Wilt - Thiophanate
Tomato,Loamy,6.7,15,1092,NPK Fertilizer,Blister Blight - Copper Oxychloride
Tomato,Loamy,7.1,29,2326,Organic Compost,Aphids - Imidacloprid
Soybean,Laterite,6.1,16,1172,Phosphate Fertilizer,Panama Wilt - Thiophanate
Potato,Mountain,5.6,29,1452,Potassium Nitrate,Bollworm - Cypermethrin
Peas,Laterite,7.2,27,2268,Farmyard Manure,Powdery Mildew - Sulfur
Pomegranate,Black,6.3,14,2015,Potassium Nitrate,Scab - Captan
Sunflower,Loamy,6.9,12,2073,Calcium Ammonium Nitrate,Rust - Propiconazole
Ginger,Red,6,22,727,Urea,Anthracnose - Carbendazim
Coffee,Red,6.7,16,1843,DAP,Scab - Captan
Carrot,Mountain,5.6,31,2098,Phosphate Fertilizer,Late Blight - Mancozeb
Strawberry,Sandy Loam,6.9,16,884,Urea,Blister Blight - Copper Oxychloride
Banana,Clayey,6.1,18,683,Potash Fertilizer,Coffee Rust - Propiconazole
Neem,Laterite,6.3,12,2472,Farmyard Manure,Mealybug - Buprofezin
Pineapple,Laterite,5.6,15,2109,Potash Fertilizer,Blast - Tricyclazole
Sugarcane,Sandy Loam,7.2,24,1578,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Coffee,Red,5.6,22,396,NPK Fertilizer,Red Rot - Carbendazim
Tea,Clayey Loam,7.4,24,2376,Urea,Coffee Rust - Propiconazole
Pumpkin,Black,5.5,34,519,NPK Fertilizer,Aphids - Imidacloprid
Spinach,Alluvial,5.6,24,2330,NPK Fertilizer,Late Blight - Mancozeb
Cashew,Sandy Loam,7.1,35,446,Urea,Blast - Tricyclazole
Mango,Mountain,6.7,15,1834,DAP,Panama Wilt - Thiophanate
Lentils,Sandy,7.4,16,1122,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Okra,Sandy Loam,7.2,18,2081,Sulfur Fertilizer,Thrips - Spinosad
Blueberry,Loamy,7.4,23,1668,Potassium Nitrate,Mealybug - Buprofezin
Pineapple,Sandy,6.2,20,1148,Potassium Nitrate,Powdery Mildew - Sulfur
Jackfruit,Clayey Loam,7.5,29,1607,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Coffee,Sandy,5.5,18,979,Potash Fertilizer,Thrips - Spinosad
Aloe Vera,Clayey Loam,7.5,35,2076,Urea,Anthracnose - Carbendazim
Brinjal,Clayey,7.3,35,1952,NPK Fertilizer,Blast - Tricyclazole
Cabbage,Sandy Loam,6.1,14,1285,Potassium Nitrate,Stem Borer - Carbaryl
Pumpkin,Loamy,7.3,11,575,Phosphate Fertilizer,Stem Borer - Carbaryl
Black Gram,Clayey Loam,5.6,21,821,Urea,Thrips - Spinosad
Turmeric,Mountain,5.6,17,1508,Potash Fertilizer,Panama Wilt - Thiophanate
Tea,Laterite,7.4,13,1151,Organic Compost,Rust - Mancozeb
Chili,Sandy Loam,7.3,24,1123,Potassium Nitrate,Stem Borer - Carbaryl
Rice,Clayey Loam,6,33,575,Phosphate Fertilizer,Blast - Tricyclazole
Tomato,Red,5.8,29,497,Farmyard Manure,Powdery Mildew - Sulfur
Jute,Sandy Loam,6.3,32,1026,Phosphate Fertilizer,Anthracnose - Carbendazim
Watermelon,Clayey Loam,6,19,1439,DAP,Anthracnose - Carbendazim
Cabbage,Sandy Loam,6.7,17,524,Organic Compost,Bud Rot - Copper Oxychloride
Banana,Clayey,6.2,31,2490,Urea,Blister Blight - Copper Oxychloride
Wheat,Clayey Loam,7.5,12,640,NPK Fertilizer,Red Rot - Carbendazim
Jute,Sandy,7.1,21,1347,Potash Fertilizer,Bud Rot - Copper Oxychloride
Cauliflower,Laterite,5.6,30,340,DAP,Aphids - Imidacloprid
Pomegranate,Red,6.4,12,823,Sulfur Fertilizer,Stem Borer - Carbaryl
Pomegranate,Loamy,6.6,13,2163,Farmyard Manure,Blister Blight - Copper Oxychloride
Cotton,Clayey Loam,6.9,19,848,Urea,Blister Blight - Copper Oxychloride
Radish,Clayey Loam,7.5,25,587,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Strawberry,Mountain,6.8,34,2223,Farmyard Manure,Thrips - Spinosad
Ginger,Clayey,6.2,31,2197,Phosphate Fertilizer,Rust - Propiconazole
Cotton,Sandy,7.2,33,325,Potassium Nitrate,Leaf Spot - Chlorothalonil
Rice,Mountain,6.8,26,1960,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Eucalyptus,Loamy,6.3,26,1849,NPK Fertilizer,Bollworm - Cypermethrin
Sugarcane,Red,5.9,16,1156,Urea,Panama Wilt - Thiophanate
Soybean,Sandy,6.2,33,2004,Potassium Nitrate,Leaf Curl - Imidacloprid
Soybean,Mountain,5.7,26,1306,Potash Fertilizer,Bollworm - Cypermethrin
Potato,Loamy,7.2,26,806,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Black Gram,Sandy Loam,6.7,21,916,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Carrot,Mountain,6.3,29,533,NPK Fertilizer,Coffee Rust - Propiconazole
Radish,Clayey,5.6,14,1149,Phosphate Fertilizer,Scab - Captan
Maize,Clayey,7.1,27,1518,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Pineapple,Sandy Loam,7.1,31,1910,Organic Compost,Stem Borer - Carbaryl
Aloe Vera,Sandy Loam,5.8,25,791,Organic Compost,Blast - Tricyclazole
Pineapple,Alluvial,7,33,2130,Potash Fertilizer,Leaf Curl - Imidacloprid
Peas,Clayey,7.3,13,1820,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Pear,Sandy Loam,7.2,24,2278,Farmyard Manure,Mealybug - Buprofezin
Mustard,Clayey Loam,6.7,17,1061,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Basil,Red,6.2,12,547,Potassium Nitrate,Panama Wilt - Thiophanate
Cotton,Clayey,5.8,28,2190,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Guava,Clayey Loam,6.9,12,304,Calcium Ammonium Nitrate,Rust - Mancozeb
Green Gram,Sandy,7.4,17,1502,Phosphate Fertilizer,Scab - Captan
Coffee,Laterite,6.5,23,1732,Urea,Late Blight - Mancozeb
Onion,Mountain,6,19,1893,Organic Compost,Blister Blight - Copper Oxychloride
Watermelon,Red,5.8,19,301,Phosphate Fertilizer,Stem Borer - Carbaryl
Sugarcane,Red,5.9,12,1609,Potash Fertilizer,Blast - Tricyclazole
Sugarcane,Red,6.9,10,708,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Jackfruit,Clayey,6,25,2119,Sulfur Fertilizer,Anthracnose - Carbendazim
Soybean,Sandy,7.1,33,797,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Watermelon,Alluvial,6.7,19,2211,Phosphate Fertilizer,Scab - Captan
Guava,Clayey,6.1,20,1748,DAP,Panama Wilt - Thiophanate
Pineapple,Mountain,5.9,33,1831,DAP,Aphids - Imidacloprid
Bamboo,Sandy,7.1,10,789,NPK Fertilizer,Bud Rot - Copper Oxychloride
Papaya,Sandy Loam,6.2,13,824,Phosphate Fertilizer,Blast - Tricyclazole
Blueberry,Sandy Loam,7.4,14,1454,Potash Fertilizer,Blast - Tricyclazole
Jute,Black,6.6,14,1375,Phosphate Fertilizer,Rust - Propiconazole
Spinach,Laterite,5.6,33,1560,Organic Compost,Stem Borer - Carbaryl
Tea,Sandy,6,12,1727,NPK Fertilizer,Panama Wilt - Thiophanate
Tomato,Clayey,7.2,13,2243,DAP,Stem Borer - Carbaryl
Jute,Clayey,7.3,21,2268,Phosphate Fertilizer,Mealybug - Buprofezin
Peach,Clayey Loam,6.5,26,1378,DAP,Bollworm - Cypermethrin
Peas,Loamy,6.1,20,1167,Organic Compost,Rust - Propiconazole
Onion,Laterite,6,30,639,Organic Compost,Leaf Spot - Chlorothalonil
Watermelon,Sandy,7.2,28,1145,Phosphate Fertilizer,Late Blight - Mancozeb
Spinach,Clayey,6.6,17,1633,DAP,Mealybug - Buprofezin
Okra,Laterite,6,20,1755,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Eucalyptus,Clayey,6.3,22,711,Potassium Nitrate,Red Rot - Carbendazim
Pear,Loamy,5.9,10,1371,NPK Fertilizer,Red Rot - Carbendazim
Bamboo,Mountain,6.4,20,413,Potassium Nitrate,Panama Wilt - Thiophanate
Cashew,Black,6.2,25,1563,Sulfur Fertilizer,Late Blight - Mancozeb
Wheat,Sandy Loam,7.1,28,1867,Urea,Bud Rot - Copper Oxychloride
Lentils,Black,6.9,20,943,DAP,Thrips - Spinosad
Eucalyptus,Alluvial,6.6,18,1554,Organic Compost,Aphids - Imidacloprid
Apple,Alluvial,6.5,28,2426,Sulfur Fertilizer,Late Blight - Mancozeb
Onion,Mountain,7.5,28,756,NPK Fertilizer,Blast - Tricyclazole
Rice,Black,5.9,22,1903,Potassium Nitrate,Rust - Mancozeb
Cabbage,Red,6.6,26,1614,Organic Compost,Aphids - Imidacloprid
Basil,Clayey Loam,5.7,26,476,Potash Fertilizer,Bollworm - Cypermethrin
Peas,Red,5.6,16,559,Potassium Nitrate,Scab - Captan
Papaya,Alluvial,7.2,17,308,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Lentils,Clayey,6.6,32,420,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Mahogany,Alluvial,6.4,27,1293,Potash Fertilizer,Mealybug - Buprofezin
Lentils,Loamy,5.7,19,631,NPK Fertilizer,Anthracnose - Carbendazim
Coconut,Loamy,5.7,33,397,Phosphate Fertilizer,Powdery Mildew - Sulfur
Turmeric,Red,7.5,35,931,Urea,Leaf Spot - Chlorothalonil
Cotton,Clayey Loam,6.2,12,1597,DAP,Blister Blight - Copper Oxychloride
Brinjal,Clayey,6.7,20,806,Sulfur Fertilizer,Panama Wilt - Thiophanate
Wheat,Clayey Loam,7.1,24,786,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Radish,Sandy Loam,7.4,20,1836,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Rice,Clayey,6.3,27,877,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Green Gram,Laterite,6,20,2062,Urea,Leaf Curl - Imidacloprid
Papaya,Laterite,5.8,14,1486,Organic Compost,Bud Rot - Copper Oxychloride
Brinjal,Sandy Loam,5.8,17,1615,NPK Fertilizer,Bollworm - Cypermethrin
Peach,Laterite,6.8,35,1365,Farmyard Manure,Leaf Spot - Chlorothalonil
Eucalyptus,Mountain,7.4,11,440,Calcium Ammonium Nitrate,Rust - Propiconazole
Chili,Clayey Loam,7.4,10,457,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Brinjal,Sandy,7.3,12,2053,Farmyard Manure,Mealybug - Buprofezin
Mango,Sandy,7.4,29,1726,Organic Compost,Thrips - Spinosad
Bamboo,Mountain,7.3,11,439,Farmyard Manure,Leaf Curl - Imidacloprid
Coffee,Laterite,6,20,2492,Potash Fertilizer,Scab - Captan
Apple,Alluvial,7,19,1544,DAP,Red Rot - Carbendazim
Chili,Laterite,7.4,17,2044,NPK Fertilizer,Bollworm - Cypermethrin
Cauliflower,Laterite,6.2,29,2031,DAP,Panama Wilt - Thiophanate
Strawberry,Alluvial,6.9,15,2261,Organic Compost,Aphids - Imidacloprid
Sunflower,Sandy Loam,6.5,25,1304,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Strawberry,Black,5.9,22,1242,Potash Fertilizer,Rust - Propiconazole
Apple,Alluvial,7.3,19,1114,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Eucalyptus,Loamy,7.1,16,649,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Jackfruit,Loamy,7.3,16,1639,NPK Fertilizer,Scab - Captan
Jackfruit,Laterite,7.2,32,977,Urea,Powdery Mildew - Sulfur
Maize,Laterite,6.4,28,624,NPK Fertilizer,Leaf Curl - Imidacloprid
Turmeric,Sandy,7.5,10,1937,NPK Fertilizer,Late Blight - Mancozeb
Okra,Alluvial,6.9,18,2212,Urea,Leaf Curl - Imidacloprid
Ginger,Black,7.1,33,1526,DAP,Powdery Mildew - Sulfur
Cotton,Laterite,7.4,25,1624,Sulfur Fertilizer,Blast - Tricyclazole
Cabbage,Red,6.7,31,1082,Sulfur Fertilizer,Mealybug - Buprofezin
Papaya,Black,5.8,33,1261,NPK Fertilizer,Late Blight - Mancozeb
Strawberry,Laterite,5.8,14,2209,Potassium Nitrate,Rust - Mancozeb
Pumpkin,Clayey,5.6,13,2381,Potassium Nitrate,Stem Borer - Carbaryl
Rice,Alluvial,6.7,31,1574,Urea,Late Blight - Mancozeb
Lentils,Red,5.7,24,2119,Organic Compost,Aphids - Imidacloprid
Carrot,Laterite,5.8,31,621,Organic Compost,Late Blight - Mancozeb
Groundnut,Sandy,6.4,22,478,DAP,Mealybug - Buprofezin
Cabbage,Clayey,6.2,32,952,Farmyard Manure,Blister Blight - Copper Oxychloride
Tea,Mountain,5.5,23,1342,Sulfur Fertilizer,Aphids - Imidacloprid
Eucalyptus,Sandy,6.9,14,1989,DAP,Late Blight - Mancozeb
Banana,Clayey,6,12,1711,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Wheat,Loamy,6.6,30,338,Potash Fertilizer,Stem Borer - Carbaryl
Eucalyptus,Mountain,7.4,19,318,Sulfur Fertilizer,Aphids - Imidacloprid
Green Gram,Alluvial,5.8,14,2491,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Jute,Loamy,7.1,31,2050,Urea,Powdery Mildew - Sulfur
Turmeric,Alluvial,6.3,17,1967,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Brinjal,Alluvial,5.8,35,669,Organic Compost,Stem Borer - Carbaryl
Coconut,Mountain,7.2,17,910,Potash Fertilizer,Panama Wilt - Thiophanate
Rice,Mountain,7.2,34,1078,Farmyard Manure,Anthracnose - Carbendazim
Bamboo,Laterite,6.7,31,1891,Sulfur Fertilizer,Panama Wilt - Thiophanate
Papaya,Clayey Loam,6,20,2256,Urea,Leaf Curl - Imidacloprid
Wheat,Sandy Loam,6.6,18,2490,Potassium Nitrate,Leaf Curl - Imidacloprid
Peach,Alluvial,6.1,26,1571,Potassium Nitrate,Blister Blight - Copper Oxychloride
Guava,Sandy Loam,6.1,21,1411,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Sunflower,Mountain,5.7,25,942,Organic Compost,Blister Blight - Copper Oxychloride
Cashew,Clayey,5.9,12,1402,Potash Fertilizer,Blister Blight - Copper Oxychloride
Potato,Sandy,6.7,30,1646,Urea,Thrips - Spinosad
Eucalyptus,Clayey,7.4,13,1583,DAP,Aphids - Imidacloprid
Ginger,Alluvial,6.5,30,394,Farmyard Manure,Thrips - Spinosad
Cotton,Red,6.8,23,706,Potash Fertilizer,Red Rot - Carbendazim
Spinach,Sandy,6.4,16,644,NPK Fertilizer,Panama Wilt - Thiophanate
Rice,Alluvial,6.6,22,1346,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Cashew,Black,6.4,20,1537,Farmyard Manure,Leaf Spot - Chlorothalonil
Okra,Sandy,6.3,12,1952,Urea,Anthracnose - Carbendazim
Soybean,Sandy,6.4,22,2407,Potash Fertilizer,Coffee Rust - Propiconazole
Sunflower,Laterite,6.7,34,1661,Phosphate Fertilizer,Panama Wilt - Thiophanate
Lentils,Loamy,7.1,24,2307,Urea,Bollworm - Cypermethrin
Pumpkin,Sandy,5.7,12,1574,Potash Fertilizer,Rust - Propiconazole
Watermelon,Alluvial,6.8,16,2004,Urea,Bollworm - Cypermethrin
Cabbage,Alluvial,7.4,21,516,Potash Fertilizer,Leaf Spot - Chlorothalonil
Lentils,Red,7.3,25,1706,Sulfur Fertilizer,Powdery Mildew - Sulfur
Guava,Red,7.2,23,1826,Farmyard Manure,Powdery Mildew - Sulfur
Cotton,Red,6.5,14,2216,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Maize,Black,7.1,26,1193,NPK Fertilizer,Blister Blight - Copper Oxychloride
Potato,Sandy,5.7,29,725,DAP,Panama Wilt - Thiophanate
Guava,Alluvial,5.9,14,355,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Soybean,Alluvial,7.3,20,1056,NPK Fertilizer,Thrips - Spinosad
Groundnut,Red,7.5,27,819,Potash Fertilizer,Blast - Tricyclazole
Sugarcane,Mountain,7.3,32,564,Urea,Stem Borer - Carbaryl
Watermelon,Black,6.3,27,2080,Farmyard Manure,Stem Borer - Carbaryl
Radish,Sandy,7.5,26,2491,Potash Fertilizer,Rust - Mancozeb
Cabbage,Red,6.7,29,435,Organic Compost,Blister Blight - Copper Oxychloride
Sunflower,Laterite,6.9,28,2173,Organic Compost,Scab - Captan
Basil,Sandy Loam,6.7,12,2149,Phosphate Fertilizer,Mealybug - Buprofezin
Green Gram,Laterite,7.1,21,1193,Farmyard Manure,Thrips - Spinosad
Black Gram,Clayey Loam,7.2,22,592,Calcium Ammonium Nitrate,Thrips - Spinosad
Turmeric,Sandy Loam,6.1,15,2415,NPK Fertilizer,Powdery Mildew - Sulfur
Mustard,Sandy Loam,6.6,31,2341,Urea,Mealybug - Buprofezin
Pineapple,Alluvial,6.8,23,2411,NPK Fertilizer,Rust - Propiconazole
Pomegranate,Red,6.2,16,1264,Urea,Panama Wilt - Thiophanate
Groundnut,Sandy Loam,6.2,18,2177,Potash Fertilizer,Leaf Curl - Imidacloprid
Black Gram,Clayey Loam,7.5,30,1705,Potassium Nitrate,Late Blight - Mancozeb
Mahogany,Sandy Loam,7.4,22,2358,Sulfur Fertilizer,Bollworm - Cypermethrin
Blueberry,Clayey Loam,7.4,34,2374,Organic Compost,Rust - Mancozeb
Ginger,Laterite,6.1,31,1111,Potash Fertilizer,Blister Blight - Copper Oxychloride
Chili,Laterite,6.3,27,1883,Farmyard Manure,Bollworm - Cypermethrin
Pineapple,Red,7.4,18,1583,NPK Fertilizer,Mealybug - Buprofezin
Okra,Red,7.4,17,1283,Potash Fertilizer,Stem Borer - Carbaryl
